,idx,종목코드,회사명,현재가,발행주식수,자사주,매출_16,매출_17,매출_18,매출_19,매출_20,매출_21,매출_22,매출_23,영이_16,영이_17,영이_18,영이_19,영이_20,영이_21,영이_22,영이_23,당순_16,당순_17,당순_18,당순_19,당순_20,당순_21,당순_22,당순_23,자산_16,자산_17,자산_18,자산_19,자산_20,자산_21,자산_22,자산_23,부채_16,부채_17,부채_18,부채_19,부채_20,부채_21,부채_22,부채_23,자본_16,자본_17,자본_18,자본_19,자본_20,자본_21,자본_22,자본_23,지배_16,지배_17,지배_18,지배_19,지배_20,지배_21,지배_22,지배_23,자본금_16,자본금_17,자본금_18,자본금_19,자본금_20,자본금_21,자본금_22,자본금_23,ROA_16,ROA_17,ROA_18,ROA_19,ROA_20,ROA_21,ROA_22,ROA_23,ROE_16,ROE_17,ROE_18,ROE_19,ROE_20,ROE_21,ROE_22,ROE_23,EPS_16,EPS_17,EPS_18,EPS_19,EPS_20,EPS_21,EPS_22,EPS_23,PER_16,PER_17,PER_18,PER_19,PER_20,PER_21,PER_22,PER_23,PBR_16,PBR_17,PBR_18,PBR_19,PBR_20,PBR_21,PBR_22,PBR_23,발주_16,발주_17,발주_18,발주_19,발주_20,발주_21,발주_22,발주_23
247,247,054780,키이스트 *,"15,150/ -150","17,738,060/ 0",0,932,"1,062","1,037",394,481, , , ,-3,10,-24,-21,17, , , ,-69,2,-84,-107,87, , , ,"1,107","1,063","1,026","1,084",701, , , ,289,278,258,403,284, , , ,818,785,768,680,416, , , ,507,484,513,436,416, , , ,77,77,85,85,85, , , ,-6.66,0.15,-8.07,-10.16,9.79, , , ,-13.09,-2.22,-16.51,-17.44,22.42, , , ,-421,-71,-510,-485,559, , , ,N/A,N/A,N/A,N/A,20.74, , , ,3.94,3.62,4.39,4.75,4.74, , , ,"15,491","15,491","17,035","17,071","17,071", , , 
248,248,041440,현대에버다임 *,"7,020/ +10","17,915,944/ 0","74,232","3,374","3,403","3,112","2,486","2,635", , , ,256,243,142,31,29, , , ,141,176,101,12,-71, , , ,"2,624","2,736","2,694","2,804","2,499", , , ,951,901,774,905,661, , , ,"1,673","1,835","1,919","1,899","1,837", , , ,"1,673","1,835","1,919","1,899","1,837", , , ,90,90,90,90,90, , , ,5.16,6.57,3.73,0.42,-2.68, , , ,8.88,10.03,5.40,0.61,-3.81, , , ,789,982,566,65,-397, , , ,12.68,9.49,10.13,68.41,N/A, , , ,1.07,0.91,0.53,0.42,0.42, , , ,"17,916","17,916","17,916","17,916","17,916", , , 
249,249,072020,중앙백신 *,"17,050/ -150","9,960,000/ 0","2,565",379,319,332,329,363, , , ,70,55,35,27,40, , , ,62,46,35,19,32, , , ,735,816,967,966,"1,050", , , ,132,169,117,102,174, , , ,604,647,850,864,875, , , ,604,647,850,864,875, , , ,37,37,50,50,50, , , ,9.16,5.90,3.87,1.92,3.14, , , ,10.78,7.32,4.62,2.16,3.64, , , ,698,515,368,186,318, , , ,28.31,26.98,45.08,96.69,54.15, , , ,2.91,1.91,1.94,2.08,1.93, , , ,"8,896","8,896","9,960","9,960","9,960", , , 
250,250,065510,휴비츠 *,"9,310/ -30","11,882,871/ 0","20,000",669,704,789,880,701,853,941,"1,013",124,91,83,117,69,125,146,165,114,35,76,83,-30,119,137,147,"1,395","1,409","1,417","1,519","1,555","1,648","1,763","1,894",568,567,519,575,708,704,708,718,827,842,898,944,847,944,"1,055","1,176",772,787,839,880,785, , , ,59,59,59,59,59,59,59,59,8.95,2.47,5.34,5.68,-1.97,7.43,8.03,8.04,15.15,3.99,8.72,9.16,-3.27,13.63, , ,932,262,597,663,-229,900,"1,035","1,111",14.64,51.01,13.49,12.57,N/A,10.34,8.99,8.38,2.00,1.92,1.09,1.05,0.99, , , ,"11,880","11,882","11,883","11,883","11,883", , , 
251,251,072470,우리산업홀딩스 *,"5,480/ +50","18,887,341/ 0",0,"3,209","3,328","3,870","3,782","3,547", , , ,237,169,122,74,118, , , ,161,78,66,33,26, , , ,"3,200","3,814","3,899","3,953","4,050", , , ,"1,516","1,639","1,681","1,731","1,820", , , ,"1,684","2,174","2,218","2,222","2,230", , , ,"1,265","1,366","1,370","1,291","1,301", , , ,94,94,94,94,94, , , ,5.08,2.22,1.70,0.84,0.64, , , ,6.59,2.10,1.41,0.14,1.54, , , ,430,146,102,10,106, , , ,16.71,47.83,60.66,314.95,54.44, , , ,1.07,0.97,0.86,0.44,0.84, , , ,"18,887","18,887","18,887","18,887","18,887", , , 
252,252,068930,디지털대성 *,"8,660/ +370","29,695,489/ 0","75,000",835,898,"1,069","1,406","1,485","1,991","2,270","2,510",79,100,126,211,142,296,321,381,80,83,99,190,109,225,241,286,946,"1,046","1,122","1,425","1,508","1,716","1,914","2,158",271,304,351,480,527,583,623,667,675,742,771,945,981,"1,133","1,291","1,491",646,694,683,833,861, , , ,111,112,112,113,114,114,114,114,8.54,8.29,9.09,14.91,7.41,13.96,13.28,14.05,11.14,10.78,8.48,19.70,10.24,24.51, , ,316,325,260,662,383,726,761,902,12.67,12.12,17.16,11.77,21.73,11.93,11.38,9.60,1.32,1.22,1.36,1.92,1.99, , , ,"22,226","22,368","22,445","22,557","22,713", , , 
253,253,069110,코스온 *,"2,630/ +0","23,940,660/ 2,419,354","150,000",831,"1,005","1,103","1,093",919, , , ,81,47,33,6,-147, , , ,68,16,-10,-52,-356, , , ,"1,018","1,394","2,214","2,400","1,983", , , ,405,673,"1,090","1,320","1,081", , , ,613,721,"1,124","1,079",902, , , ,603,707,"1,089","1,058",890, , , ,91,94,111,111,127, , , ,7.72,1.32,-0.55,-2.24,-16.25, , , ,12.42,1.73,-2.32,-4.95,-36.24, , , ,382,61,-105,-239,"-1,419", , , ,31.38,182.51,N/A,N/A,N/A, , , ,3.56,2.90,2.05,1.32,1.24, , , ,"17,510","18,121","18,697","18,697","22,892", , , 
254,254,069330,유아이디 *,"2,960/ -15","13,579,722/ 0","83,800",192,89,49,258,466, , , ,-8,-48,-42,-54,-28, , , ,-49,-87,-73,-138,-87, , , ,607,543,407,573,435, , , ,169,186,123,413,336, , , ,437,357,284,160,99, , , ,437,357,284,153,92, , , ,59,59,59,59,59, , , ,-7.44,-15.05,-15.33,-28.11,-17.35, , , ,-10.52,-21.78,-22.70,-61.32,-67.02, , , ,-409,-728,-612,"-1,126",-691, , , ,N/A,N/A,N/A,N/A,N/A, , , ,4.07,1.99,1.15,2.30,2.63, , , ,"11,888","11,888","11,888","11,888","11,888", , , 
255,255,064760,티씨케이 *,"181,000/ -2,900","11,675,000/ 0",0,894,"1,303","1,705","1,714","2,282", , , ,274,477,591,592,803, , , ,227,373,469,468,605, , , ,"1,315","1,688","2,141","2,509","3,086", , , ,175,233,300,304,381, , , ,"1,140","1,455","1,841","2,205","2,705", , , ,"1,140","1,455","1,841","2,205","2,705", , , ,58,58,58,58,58, , , ,19.36,24.84,24.47,20.14,21.63, , , ,21.86,28.75,28.43,23.15,24.65, , , ,"1,948","3,195","4,013","4,011","5,183", , , ,16.61,24.10,10.07,16.43,24.17, , , ,3.31,6.18,2.56,3.49,5.41, , , ,"11,675","11,675","11,675","11,675","11,675", , , 
256,256,052710,아모텍 *,"29,400/ -450","9,743,406/ 0","1,115,806","2,960","3,154","2,534","2,486","2,239","2,358","3,639","5,055",290,409,113,70,-49,-14,375,660,163,253,71,4,-166,-9,270,505,"3,542","3,941","3,958","4,305","4,355","4,220","4,655","5,270","1,893","2,024","1,984","2,317","2,522","2,375","2,530","2,635","1,649","1,918","1,974","1,989","1,833","1,845","2,125","2,635","1,649","1,918","1,974","1,989","1,833","1,845","2,125","2,635",49,49,49,49,49,50,50,50,4.58,6.77,1.80,0.09,-3.82,-0.20,6.08,10.18,10.36,14.20,3.66,0.18,-8.67,-0.54,13.60,21.22,"1,677","2,600",730,37,"-1,700",-103,"2,771","5,183",13.09,18.96,24.64,795.00,N/A,N/A,10.61,5.67,1.30,2.50,0.89,1.45,2.05,1.55,1.35,1.09,"9,743","9,743","9,743","9,743","9,743", , , 
257,257,065950,웰크론 *,"4,805/ -30","28,231,302/ 0",0,"2,515","3,786","3,948","3,770","3,302", , , ,3,56,101,32,198, , , ,-26,-64,65,-239,101, , , ,"2,916","3,216","3,457","2,737","2,651", , , ,"1,615","1,955","2,058","1,651","1,464", , , ,"1,301","1,261","1,399","1,087","1,187", , , ,497,487,591,611,734, , , ,127,127,129,140,141, , , ,-0.94,-2.09,1.94,-7.72,3.76, , , ,-1.36,-3.57,10.10,-9.08,16.54, , , ,-27,-69,212,-195,394, , , ,N/A,N/A,13.48,N/A,13.97, , , ,1.69,1.54,1.20,1.67,2.12, , , ,"25,490","25,490","25,724","27,991","28,231", , , 
258,258,047310,파워로직스 *,"8,630/ -320","34,420,982/ 0","4,032","5,455","7,057","7,539","11,079","9,272", , , ,127,195,262,506,-262, , , ,48,92,239,550,-257, , , ,"3,048","2,775","3,453","4,114","3,715", , , ,"1,544","1,178","1,621","1,710","1,574", , , ,"1,504","1,597","1,832","2,404","2,141", , , ,"1,463","1,591","1,830","2,403","2,094", , , ,163,174,174,174,174, , , ,1.62,3.15,7.68,14.54,-6.57, , , ,4.63,6.91,13.95,26.19,-11.02, , , ,208,310,696,"1,611",-720, , , ,18.81,19.44,9.10,6.33,N/A, , , ,0.86,1.30,1.19,1.46,1.44, , , ,"32,036","34,286","34,353","34,421","34,421", , , 
259,259,056000,COWON *,"2,860/ +0","19,720,225/ 0","1,407,773",300,307,257,198,175, , , ,-59,3,-31,-36,4, , , ,-80,2,-10,-34,3, , , ,432,221,223,212,541, , , ,238,24,21,38,257, , , ,195,197,202,174,284, , , ,195,197,202,174,283, , , ,70,70,70,71,99, , , ,-19.82,0.56,-4.52,-15.48,0.79, , , ,-43.28,0.93,-5.03,-17.92,1.30, , , ,-635,13,-72,-240,21, , , ,N/A,198.89,N/A,N/A,136.53, , , ,2.87,1.83,1.57,5.37,1.95, , , ,"14,017","14,017","14,017","14,137","19,720", , , 
260,260,041520,이라이콤 *,"10,200/ -150","12,188,730/ 0","1,334","3,060","3,440","3,671","2,771","2,451", , , ,46,-9,86,-55,178, , , ,29,-157,82,-6,83, , , ,"3,338","2,732","3,129","2,373","2,607", , , ,"1,055",686,"1,028",322,484, , , ,"2,283","2,046","2,102","2,050","2,124", , , ,"2,283","2,046","2,102","2,050","2,124", , , ,61,61,61,61,61, , , ,0.85,-5.16,2.81,-0.21,3.33, , , ,1.25,-7.24,3.97,-0.28,3.97, , , ,236,"-1,285",675,-48,680, , , ,40.32,N/A,7.96,N/A,24.28, , , ,0.51,0.43,0.31,0.30,0.95, , , ,"12,189","12,189","12,189","12,189","12,189", , , 
261,261,065560,녹원씨엔아이 *,"5,770/ +0","17,260,625/ 0","9,570",39,221,764,623,555, , , ,-23,76,166,87,-36, , , ,-110,4,62,-92,-89, , , ,111,"1,140","1,251","1,039","1,363", , , ,14,654,484,353,601, , , ,97,487,767,686,762, , , ,97,487,767,686,732, , , ,136,53,74,79,87, , , ,-61.37,0.68,5.19,-7.99,-7.40, , , ,-100.95,1.46,9.90,-12.60,-9.59, , , ,"-1,673",47,417,-586,-394, , , ,N/A,263.71,31.55,N/A,N/A, , , ,10.61,2.68,2.55,1.81,1.25, , , ,"6,808","10,580","14,868","15,527","17,261", , , 
262,262,064240,홈캐스트 *,"3,715/ +0","33,094,756/ 0","42,261","1,221",409,343,528,407, , , ,177,-40,-54,-89,-20, , , ,121,-171,-203,-144,-46, , , ,"1,458","1,102","1,173",965,947, , , ,318,147,202,96,125, , , ,"1,140",955,971,870,822, , , ,"1,140",955,758,699,681, , , ,164,164,164,168,168, , , ,9.01,-13.37,-17.87,-13.43,-4.85, , , ,11.32,-16.34,-23.50,-13.86,-2.49, , , ,384,-531,-623,-305,-52, , , ,45.82,N/A,N/A,N/A,N/A, , , ,4.91,4.83,1.93,2.16,1.43, , , ,"32,221","32,221","32,278","33,095","33,095", , , 
263,263,066790,씨씨에스 *,772/ -17,"56,005,065/ 0","1,878",209,213,210,203,193, , , ,-6,-5,-35,6,-3, , , ,-14,-20,-54,-14,-29, , , ,481,417,341,330,348, , , ,116,129,113,87,85, , , ,365,288,228,243,263, , , ,365,288,228,243,263, , , ,396,405,428,460,280, , , ,-2.70,-4.39,-14.32,-4.28,-8.62, , , ,-3.92,-6.04,-21.03,-6.10,-11.55, , , ,-35,-50,-127,-33,-63, , , ,N/A,N/A,N/A,N/A,N/A, , , ,6.84,2.42,2.33,2.35,2.64, , , ,"39,569","40,483","42,782","45,976","55,976", , , 
264,264,069080,웹젠 *,"27,800/ -550","35,310,884/ 0","5,009,069","2,200","1,663","2,189","1,761","2,941","3,210","3,476","3,948",572,440,689,518,"1,083","1,272","1,344","1,535",449,300,501,422,863,"1,021","1,070","1,256","3,017","3,235","3,968","4,140","5,427","6,456","7,553","8,968",620,540,829,583,"1,080","1,090","1,117","1,274","2,397","2,695","3,139","3,556","4,347","5,366","6,436","7,694","2,390","2,692","3,135","3,554","4,343","5,378","6,473","7,794",177,177,177,177,177,178,178,178,15.49,9.59,13.92,10.40,18.03,17.18,15.28,15.21,20.59,11.91,17.28,12.74,21.83,20.98,18.16,17.61,"1,280",857,"1,426","1,207","2,441","2,888","3,047","3,558",11.68,45.56,14.94,13.51,14.17,9.63,9.12,7.81,1.87,4.41,2.08,1.42,2.49,1.65,1.40,1.17,"35,311","35,311","35,311","35,311","35,311", , , 
265,265,067080,대화제약 *,"11,550/ +100","18,616,650/ 0","21,367","1,423","1,222","1,101","1,146","1,093", , , ,53,84,52,62,39, , , ,38,121,64,91,-25, , , ,"1,538","1,655","1,621","1,661","1,750", , , ,804,820,789,821,889, , , ,734,835,832,841,862, , , ,662,768,769,793,820, , , ,91,91,91,91,93, , , ,2.70,7.59,3.88,5.53,-1.46, , , ,5.86,17.71,8.65,13.49,-2.49, , , ,205,694,365,578,-108, , , ,114.11,35.64,54.28,22.13,N/A, , , ,6.23,5.73,4.57,2.64,3.15, , , ,"18,225","18,225","18,225","18,225","18,569", , , 
266,266,066590,우수AMS *,"5,510/ -10","35,618,100/ 0","25,167","2,418","2,281","2,440","2,529","2,287", , , ,45,28,46,29,-61, , , ,53,50,15,3,-78, , , ,"1,512","1,571","1,649","1,809","2,455", , , ,972,980,"1,053","1,206","1,593", , , ,540,592,596,603,862, , , ,540,592,596,603,862, , , ,118,123,123,123,177, , , ,3.55,3.22,0.91,0.16,-3.64, , , ,12.10,8.78,2.47,0.47,-10.33, , , ,258,210,59,11,-226, , , ,14.59,11.60,62.50,269.67,N/A, , , ,1.65,1.02,1.54,1.26,3.50, , , ,"23,595","24,694","24,694","24,694","35,379", , , 
267,267,067290,JW신약 *,"4,840/ -40","43,936,858/ 0","125,262",834,768,918,"1,025","1,038", , , ,67,-32,6,11,-6, , , ,-6,-61,-75,14,-65, , , ,"1,395","1,234","1,092","1,369",963, , , ,"1,052",867,759,709,400, , , ,343,366,333,659,563, , , ,345,368,335,661,566, , , ,195,203,208,208,209, , , ,-0.48,-4.63,-6.47,1.17,-5.53, , , ,-1.66,-17.05,-21.36,2.89,-10.51, , , ,-15,-143,-172,33,-147, , , ,N/A,N/A,N/A,140.46,N/A, , , ,8.85,9.25,8.18,3.03,4.59, , , ,"40,992","42,569","43,745","43,745","43,937", , , 
268,268,066130,하츠 *,"10,500/ -150","12,800,000/ 0","82,167",882,"1,019","1,035","1,123","1,251", , , ,44,52,13,25,79, , , ,41,45,15,24,60, , , ,929,961,945,975,"1,041", , , ,155,143,138,146,165, , , ,775,818,807,828,876, , , ,775,818,807,828,876, , , ,64,64,64,64,64, , , ,4.54,4.79,1.59,2.47,5.95, , , ,5.40,5.69,1.86,2.90,7.03, , , ,320,354,118,185,468, , , ,18.04,13.41,31.79,40.45,17.77, , , ,0.95,0.74,0.58,1.12,1.18, , , ,"12,800","12,800","12,800","12,800","12,800", , , 
269,269,046140,SBS콘텐츠허브 *,"7,890/ -10","21,463,555/ 0",0,"2,577","1,980","1,598","1,621","1,537", , , ,143,1,32,19,72, , , ,31,-61,83,6,78, , , ,"2,396","2,115","2,125","1,971","1,953", , , ,838,631,564,418,428, , , ,"1,559","1,484","1,561","1,553","1,524", , , ,"1,559","1,484","1,561","1,553","1,524", , , ,107,107,107,107,107, , , ,1.35,-2.69,3.89,0.27,4.00, , , ,2.00,-3.99,5.42,0.36,5.10, , , ,145,-283,385,26,366, , , ,56.40,N/A,12.85,208.92,17.26, , , ,1.13,1.33,0.68,0.75,0.83, , , ,"21,464","21,464","21,464","21,464","21,464", , , 
270,270,065450,빅텍 *,"7,190/ +250","28,652,800/ 0",0,384,408,488,490,673, , , ,-9,-16,15,26,32, , , ,-8,-11,8,20,29, , , ,618,619,663,936,"1,127", , , ,266,277,306,535,605, , , ,353,341,357,401,523, , , ,353,341,357,401,523, , , ,49,49,49,53,57, , , ,-1.36,-1.76,1.33,2.48,2.86, , , ,-2.41,-3.13,2.43,5.22,6.39, , , ,-34,-44,35,75,103, , , ,N/A,N/A,65.60,45.02,66.47, , , ,2.31,2.84,1.51,2.16,3.73, , , ,"24,500","24,500","24,500","26,369","28,653", , , 
271,271,065130,탑엔지니어링 *,"8,540/ -60","15,976,257/ 0","181,464","1,610","1,761","9,176","13,059","11,861", , , ,180,151,339,706,-182, , , ,104,136,325,658,-261, , , ,"2,222","4,625","5,570","5,961","6,188", , , ,671,"1,881","2,531","2,226","2,692", , , ,"1,551","2,745","3,039","3,735","3,496", , , ,"1,550","1,578","1,724","2,123","2,079", , , ,83,83,83,83,83, , , ,4.66,3.99,6.37,11.41,-4.30, , , ,6.97,8.72,10.15,18.76,-1.92, , , ,653,854,"1,049","2,259",-253, , , ,10.59,7.97,6.74,4.45,N/A, , , ,0.71,0.65,0.62,0.73,0.76, , , ,"15,976","15,976","15,976","15,976","15,976", , , 
272,272,065440,이루온 *,"3,935/ -100","27,275,020/ 0",0,526,349,483,494,478, , , ,5,-4,13,10,23, , , ,-10,-17,9,5,21, , , ,472,479,600,591,616, , , ,274,296,259,246,244, , , ,198,183,341,345,372, , , ,198,183,341,345,372, , , ,76,76,136,136,136, , , ,-2.18,-3.55,1.71,0.90,3.52, , , ,-6.79,-8.88,3.50,1.58,5.97, , , ,-70,-91,44,20,78, , , ,N/A,N/A,31.80,75.55,18.12, , , ,2.10,1.90,1.03,1.10,0.97, , , ,"18,552","18,552","27,275","27,275","27,275", , , 
273,273,049630,재영솔루텍 *,"1,030/ -70","77,350,306/ 0",0,"1,388","1,191","1,286","1,292",918,"1,063", , ,-2,-152,31,105,-16,36, , ,-49,-363,21,60,-72,-11, , ,"1,536","1,459","1,609","1,645","1,691","1,712", , ,"1,138","1,302","1,186","1,088","1,219","1,267", , ,398,156,423,557,472,445, , ,386,151,408,542,459,432, , ,182,210,346,364,367,368, , ,-3.17,-24.24,1.38,3.67,-4.29,-0.65, , ,-13.67,-134.90,8.01,12.79,-13.89,-2.25, , ,-128,-827,45,83,-95,-13, , ,N/A,N/A,22.45,12.82,N/A,N/A, , ,2.55,4.90,1.72,1.44,1.78,1.84, , ,"38,478","41,837","69,206","72,795","73,464", , , 
274,274,021650,한국큐빅 *,"5,710/ -70","16,350,563/ 0","100,474","1,229","1,538","1,643","1,568","1,707", , , ,31,40,32,60,118, , , ,19,6,8,33,105, , , ,"1,054","1,439","1,408","1,311","1,387", , , ,662,943,862,739,714, , , ,391,496,546,572,673, , , ,391,496,546,572,673, , , ,49,73,82,82,82, , , ,1.88,0.50,0.57,2.46,7.79, , , ,4.94,1.41,1.56,5.99,16.88, , , ,181,59,50,205,643, , , ,20.19,41.39,46.91,13.31,6.15, , , ,0.98,0.72,0.70,0.78,0.96, , , ,"10,490","14,590","16,351","16,351","16,351", , , 
275,275,051370,인터플렉스 *,"13,500/ -500","23,327,472/ 0",0,"5,756","8,055","3,139","4,392","3,237","4,061","6,861","7,085",-516,615,-662,-168,-277,60,424,445,-557,416,-794,-283,-436,-6,394,410,"4,311","5,543","3,682","3,514","3,279","3,405","4,655","4,900","1,788","1,973","1,239","1,336","1,579","1,695","2,555","2,385","2,523","3,571","2,443","2,178","1,700","1,710","2,100","2,515","2,132","3,246","2,443","2,178","1,700","1,710","2,095","2,510",105,117,117,117,117,120,120,120,-12.24,8.45,-17.22,-7.86,-12.84,-0.18,9.78,8.58,-27.68,13.39,-29.08,-12.23,-22.49,-0.29,20.50,17.59,"-3,318","1,676","-3,546","-1,212","-1,870",-21,"1,672","1,736",N/A,26.73,N/A,N/A,N/A,N/A,8.07,7.78,2.54,3.22,1.04,1.83,2.38,1.84,1.50,1.25,"21,459","23,327","23,327","23,327","23,327", , , 
276,276,065650,메디프론 *,"2,930/ -90","43,615,959/ 0",0,131,209,199,174,314, , , ,-5,5,-16,-22,-22, , , ,-40,-115,-56,-18,-35, , , ,278,262,216,195,472, , , ,22,15,24,18,194, , , ,256,247,192,177,279, , , ,256,247,192,177,279, , , ,133,147,147,147,186, , , ,-13.52,-42.42,-23.27,-8.67,-10.56, , , ,-16.05,-45.51,-25.32,-9.65,-15.46, , , ,-146,-420,-189,-60,-100, , , ,N/A,N/A,N/A,N/A,N/A, , , ,4.59,6.47,7.29,7.82,5.32, , , ,"27,196","29,439","29,439","29,439","37,200", , , 
277,277,065570,삼영이엔씨 *,"8,200/ -130","9,597,602/ 0",0,358,380,353,370,353, , , ,80,52,9,-25,-26, , , ,76,31,6,-94,-24, , , ,931,924,938,862,"1,001", , , ,89,74,107,110,256, , , ,842,851,832,752,745, , , ,842,851,832,752,745, , , ,44,44,44,44,44, , , ,8.32,3.39,0.65,-10.46,-2.61, , , ,9.27,3.72,0.72,-11.89,-3.25, , , ,859,357,68,"-1,070",-276, , , ,10.34,24.79,78.42,N/A,N/A, , , ,0.93,0.92,0.57,0.70,0.89, , , ,"8,800","8,800","8,800","8,800","8,800", , , 
278,278,066980,이엔코퍼레이션 *,"11,600/ +0","19,291,574/ 0","2,875",235,651,820,169,135, , , ,49,38,-4,15,3, , , ,16,-53,-86,40,-472, , , ,"2,008","1,918","2,526","2,624","1,844", , , ,611,401,922,"1,042",565, , , ,"1,397","1,518","1,604","1,582","1,279", , , ,"1,043","1,076","1,014",981,591, , , ,752,758,792,792,887, , , ,1.48,-2.72,-3.87,1.57,-21.14, , , ,1.80,-2.60,-13.18,0.85,-50.70, , , ,114,-182,-871,53,"-2,510", , , ,123.56,N/A,N/A,136.20,N/A, , , ,1.82,1.24,1.23,1.05,2.27, , , ,"15,032","15,158","15,842","15,842","17,742", , , 
279,279,016100,리더스코스메틱 *,"4,540/ +20","19,100,894/ 0",0,"1,813","1,399","1,392",956,937, , , ,194,-3,-136,-278,-117, , , ,77,-79,-137,-578,171, , , ,"1,906","1,929","1,641","1,329","1,466", , , ,705,838,654,839,781, , , ,"1,202","1,092",987,490,685, , , ,896,810,764,289,677, , , ,90,90,91,91,91, , , ,4.16,-4.13,-7.70,-38.90,12.20, , , ,5.39,-6.90,-10.86,-105.20,46.92, , , ,259,-328,-470,"-3,046","1,247", , , ,84.92,N/A,N/A,N/A,2.92, , , ,4.30,3.89,2.54,3.30,0.96, , , ,"17,940","17,940","18,170","18,187","18,187", , , 
280,280,042040,케이피엠테크 *,"3,105/ -130","140,276,798/ 0","14,685",219,290,295,177,231, , , ,-39,-58,-9,-102,-85, , , ,-31,-56,328,-353,-99, , , ,833,"1,218","1,992","1,621","1,686", , , ,369,453,624,553,419, , , ,464,765,"1,368","1,068","1,267", , , ,464,765,"1,273","1,072","1,283", , , ,56,75,89,95,138, , , ,-5.14,-5.47,20.42,-19.56,-5.96, , , ,-11.07,-9.12,33.13,-28.53,-7.40, , , ,-69,-85,385,-356,-68, , , ,N/A,N/A,2.78,N/A,N/A, , , ,3.50,1.59,0.75,0.86,3.24, , , ,"55,537","74,705","88,891","94,685","138,261", , , 
281,281,066970,엘앤에프 *,"123,100/ +4,800","34,578,729/ 628,793","332,800","2,497","4,030","5,057","3,133","3,561","10,308","23,484","31,694",139,294,270,-77,15,286,"1,372","2,205",52,206,199,-88,-150,157,"1,002","1,652","2,027","2,655","3,310","4,162","4,662","11,531","16,135","20,253","1,153","1,422","1,880","2,844","2,686","5,766","9,377","11,847",874,"1,233","1,430","1,318","1,976","5,765","6,758","8,406",877,"1,214","1,406","1,294","1,944","5,710","6,698","8,339",116,123,124,124,140,156,156,156,2.82,8.82,6.67,-2.36,-3.40,1.94,7.24,9.08,8.24,19.03,14.83,-6.66,-9.39,4.07,16.15,21.97,234,725,703,-325,-533,480,"2,847","4,691",59.18,54.77,48.02,N/A,N/A,256.29,43.24,26.24,3.69,8.32,6.21,4.05,10.04,7.46,6.38,5.14,"25,941","27,501","27,702","27,703","29,829", , , 
282,282,066670,디스플레이텍 *,"7,350/ +110","18,691,918/ 0",0,892,827,573,436,417, , , ,45,81,36,66,39, , , ,40,47,30,54,38, , , ,"1,803","1,668","1,723","1,680","1,702", , , ,358,185,232,183,187, , , ,"1,445","1,484","1,491","1,496","1,515", , , ,"1,445","1,484","1,491","1,496","1,515", , , ,93,93,93,93,93, , , ,2.10,2.71,1.77,3.17,2.27, , , ,2.77,3.22,2.01,3.61,2.55, , , ,213,252,160,289,205, , , ,19.88,15.08,24.27,12.96,18.29, , , ,0.53,0.46,0.47,0.44,0.44, , , ,"18,692","18,692","18,692","18,692","18,692", , , 
283,283,066430,와이오엠 *,"2,635/ -30","15,855,736/ 0",0,146,302,307,350,318, , , ,5,12,3,9,13, , , ,-106,-28,-31,-253,24, , , ,147,142,388,380,283, , , ,55,48,325,240,105, , , ,92,94,63,139,177, , , ,92,94,63,139,177, , , ,157,58,58,74,79, , , ,-52.47,-19.10,-11.54,-65.97,7.19, , , ,-91.82,-29.72,-39.13,-250.67,15.03, , , ,"-1,068",-256,-264,"-1,717",155, , , ,N/A,N/A,N/A,N/A,11.03, , , ,7.01,3.05,13.10,8.34,1.46, , , ,"10,460","11,564","11,564","14,833","15,856", , , 
284,284,047820,초록뱀미디어 *,"2,505/ +5","164,148,935/ 12,820,256","100,000","1,059",588,639,485,467, , , ,77,1,13,14,-86, , , ,49,-133,-155,82,-338, , , ,"1,242","1,111","1,691","1,865","2,991", , , ,519,292,780,802,"1,657", , , ,723,819,911,"1,063","1,334", , , ,717,816,911,"1,063","1,293", , , ,247,324,382,419,642, , , ,4.10,-11.34,-11.03,4.64,-13.91, , , ,7.20,-17.41,-17.90,8.35,-28.82, , , ,92,-191,-173,67,-235, , , ,20.26,N/A,N/A,18.05,N/A, , , ,1.38,1.14,2.12,1.40,2.69, , , ,"53,195","69,698","82,120","90,035","128,487", , , 
285,285,064090,에프앤리퍼블릭 *,"3,340/ -115","10,989,409/ 0","746,757",547,725,"1,029",319,302, , , ,-126,84,99,-228,-134, , , ,-158,82,37,-449,-403, , , ,204,"1,008","1,517",866,423, , , ,104,547,898,587,322, , , ,100,460,619,279,101, , , ,96,460,619,278,101, , , ,146,254,299,328,549, , , ,-64.37,13.55,2.94,-37.66,-62.54, , , ,-140.37,29.66,6.87,-99.99,-212.79, , , ,"-5,581","1,862",621,"-6,840","-5,261", , , ,N/A,18.87,34.10,N/A,N/A, , , ,5.33,3.89,2.04,2.73,7.37, , , ,"2,919","5,087","5,976","6,556","10,989", , , 
